Temp (C),Dew Point Temp (C),Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather,City
-8.3,-10.4,85,6,3.6,100.75,"Freezing Drizzle,Snow",Adelaide
-7.7,-9.9,84,6,2.4,100.72,"Freezing Drizzle,Snow",Woodridge
-7.5,-9.6,85,9,2.0,100.69,Snow,Wodonga
-7.4,-9.6,84,9,2.4,100.65,Snow,Werribee
-7.0,-9.5,82,15,4.0,100.59,Snow,Warrnambool
-6.5,-9.0,82,15,1.2,100.6,Snow,Wantirna South
-6.1,-8.5,83,15,2.4,100.53,Snow,Wangaratta
-5.3,-7.9,82,19,2.8,100.38,Snow,Wagga Wagga
-5.1,-7.7,82,22,2.4,100.23,Snow,Traralgon
-4.3,-6.5,85,22,1.6,100.05,Snow,Townsville
-3.7,-6.0,84,24,1.2,99.9,Snow,Toowoomba
-3.5,-6.0,83,28,1.2,99.69,Snow,Thornbury
-3.6,-5.9,84,22,1.6,99.57,Snow,Thomastown
-3.5,-5.8,84,22,2.4,99.38,Snow,Tarneit
-3.3,-5.6,84,24,4.8,99.22,"Freezing Drizzle,Snow",Taree
-3.6,-5.7,85,24,3.2,98.98,Freezing Rain,Tamworth
-2.9,-4.9,86,26,2.8,98.71,Freezing Rain,Sydney
-1.6,-3.2,89,17,3.2,98.47,Freezing Rain,Surfers Paradise
-0.6,-2.1,90,7,2.8,98.32,"Freezing Rain,Fog",Sunnybank
2.1,0.7,90,11,8.0,98.31,Fog,Sunbury
3.7,-2.1,66,83,25.0,98.36,Mostly Cloudy,Port Stephens
0.5,-4.0,72,70,25.0,98.62,Mostly Cloudy,Springvale
-3.5,-8.2,70,57,25.0,99.0,Mostly Cloudy,Southport
-6.1,-10.9,69,48,25.0,99.36,Snow,South Grafton
-7.7,-12.4,69,46,19.3,99.7,Snow,Shepparton
-8.5,-13.9,65,39,19.3,100.0,Mostly Cloudy,Seaford
-9.8,-15.4,64,39,19.3,100.22,Mainly Clear,Saint Kilda
-10.9,-16.6,63,35,24.1,100.43,Mainly Clear,Saint Albans
-11.2,-17.2,61,43,24.1,100.65,Mainly Clear,Rowville
-11.2,-17.2,61,35,24.1,100.78,Mainly Clear,Rockhampton
-11.1,-17.7,58,39,24.1,100.92,Mainly Clear,Richmond
-11.0,-17.8,57,37,24.1,101.0,Mainly Clear,Reservoir
-10.6,-17.8,55,32,24.1,101.09,Mainly Clear,Queanbeyan
-10.3,-17.6,55,28,48.3,101.19,Mainly Clear,Quakers Hill
-10.4,-18.0,54,30,48.3,101.32,Mainly Clear,Preston
-10.6,-18.4,53,26,48.3,101.45,Mainly Clear,Port Macquarie
-11.3,-18.8,54,26,48.3,101.54,Clear,Point Cook
-12.0,-18.2,60,22,25.0,101.67,Clear,Pakenham South
-12.7,-18.7,61,22,25.0,101.78,Clear,Orange
-13.4,-19.2,62,17,25.0,101.83,Clear,Nowra
-13.7,-19.3,63,17,25.0,101.89,Clear,Northcote
-14.2,-19.8,62,13,25.0,101.92,Clear,Noble Park
-14.9,-19.9,66,6,25.0,101.93,Clear,Newcastle
-16.6,-20.9,69,7,25.0,101.94,Clear,Nerang
-15.2,-18.4,76,4,25.0,101.89,Clear,Narre Warren
-14.3,-17.4,77,6,25.0,101.86,Clear,Narangba
-18.0,-21.6,73,6,25.0,101.83,Clear,Mulgrave
-15.4,-18.3,78,7,25.0,101.81,Clear,Mount Martha
-16.6,-19.9,76,6,25.0,101.85,Clear,Mount Gambier
-15.3,-19.7,69,6,25.0,101.83,Clear,Mount Eliza
-14.6,-19.2,68,6,24.1,101.84,Clear,Mosman
-13.7,-18.4,68,19,48.3,101.84,Clear,Mornington
-12.7,-17.2,69,17,48.3,101.73,Clear,Morayfield
-11.7,-17.2,64,20,48.3,101.68,Mainly Clear,Moe
-11.0,-16.9,62,26,48.3,101.56,Mostly Cloudy,Mill Park
-8.8,-15.4,59,15,48.3,101.42,Mostly Cloudy,Mildura
-7.3,-14.7,55,20,48.3,101.22,Mostly Cloudy,Melton
-7.0,-14.9,53,20,48.3,101.03,Mostly Cloudy,Melbourne
-6.7,-15.0,52,26,48.3,100.88,Cloudy,Maryborough
-6.7,-14.9,52,24,24.1,100.76,Cloudy,Marrickville
-6.9,-14.7,54,17,24.1,100.7,Cloudy,Maroubra
-5.0,-12.9,54,19,25.0,100.66,Cloudy,Maitland
-3.6,-12.7,49,30,25.0,100.61,Snow,Mackay
-3.7,-11.9,53,30,16.1,100.63,Snow,Liverpool
-5.0,-8.4,77,24,2.0,100.6,Snow,Lismore
-4.2,-9.3,68,32,25.0,100.51,Snow,Lilydale
-4.1,-8.9,69,26,25.0,100.47,Snow,Launceston
-4.1,-8.6,71,26,25.0,100.5,Mostly Cloudy,Lara
-4.1,-8.3,73,20,25.0,100.54,Snow,Langwarrin
-3.9,-8.1,73,22,9.7,100.64,Snow,Lalor
-4.8,-9.9,67,19,25.0,100.75,Mostly Cloudy,Keysborough
-6.0,-10.2,72,19,16.1,100.87,Snow,Kew
-6.3,-12.2,63,33,25.0,100.98,Snow,Katoomba
-7.6,-14.3,59,28,25.0,101.13,Cloudy,Hornsby
-8.6,-15.6,57,28,25.0,101.27,Mostly Cloudy,Hobart
-10.4,-16.2,62,33,24.1,101.47,Mainly Clear,Hawthorn South
-12.2,-18.1,61,32,24.1,101.59,Clear,Hampton Park
-13.7,-20.3,57,33,24.1,101.72,Mainly Clear,Griffith
-14.2,-21.2,55,32,24.1,101.84,Clear,Greensborough
-15.2,-22.1,56,30,24.1,101.88,Clear,Granville
-15.8,-23.7,51,30,24.1,101.96,Clear,Goulburn
-15.5,-24.1,48,30,48.3,101.98,Mainly Clear,Gold Coast
-15.0,-23.9,47,30,48.3,102.09,Mainly Clear,Glenroy
-14.8,-24.1,45,24,48.3,102.15,Mainly Clear,Glenferrie
-15.4,-24.3,46,17,48.3,102.21,Mainly Clear,Gladstone
-15.9,-24.3,48,13,25.0,102.27,Mainly Clear,Geelong
-16.3,-24.2,51,13,25.0,102.33,Mainly Clear,Frankston East
-16.9,-24.8,50,9,25.0,102.34,Mainly Clear,Frankston
-18.5,-25.6,54,9,25.0,102.37,Mainly Clear,Forster
-18.1,-25.1,54,9,25.0,102.36,Mainly Clear,Essendon
-17.4,-24.5,54,6,25.0,102.37,Mostly Cloudy,Epping
-16.4,-23.7,53,6,25.0,102.29,Cloudy,Epping
-16.1,-23.6,52,0,25.0,102.26,Cloudy,Engadine
-15.3,-22.8,53,0,25.0,102.27,Cloudy,Eltham
-15.9,-21.9,60,7,25.0,102.23,Cloudy,Echuca
-15.3,-21.8,58,7,25.0,102.18,Cloudy,Earlwood
-14.8,-22.9,50,11,25.0,102.08,Cloudy,Dubbo
-14.3,-22.0,52,9,25.0,101.98,Cloudy,Doncaster East
-13.9,-22.1,50,9,25.0,102.04,Cloudy,Doncaster
-14.0,-21.8,52,9,25.0,102.06,Cloudy,Devonport
-15.9,-21.0,65,13,24.1,102.11,Snow,Deer Park
-16.3,-21.4,65,17,24.1,102.12,Snow,Deception Bay
-15.9,-21.2,64,19,24.1,102.09,Snow,Dandenong
-14.6,-20.3,62,15,24.1,102.03,Mostly Cloudy,Cronulla
-13.4,-19.8,59,15,24.1,102.01,Mainly Clear,Cranbourne
-12.5,-19.7,55,13,24.1,102.01,Clear,Cranbourne
-11.8,-18.9,56,11,24.1,102.06,Clear,Craigieburn
-11.6,-18.8,55,7,48.3,102.11,Clear,Coffs Harbour
-12.1,-19.8,53,11,48.3,102.16,Clear,Coburg
-13.0,-20.2,55,6,25.0,102.24,Clear,Clayton
-13.4,-19.9,58,4,25.0,102.27,Clear,Wollongong
-18.5,-24.4,60,4,25.0,102.36,Clear,Cessnock
-16.0,-20.8,66,9,25.0,102.47,Clear,Castle Hill
-17.6,-23.3,61,0,25.0,102.52,Clear,Carrum Downs
-17.4,-21.7,69,0,25.0,102.54,Mainly Clear,Carnegie
-18.3,-22.5,70,0,25.0,102.57,Clear,Carlingford
-17.5,-21.3,72,4,25.0,102.64,Clear,Caringbah
-18.5,-22.6,70,0,25.0,102.71,Clear,Canberra
-18.4,-23.0,67,0,16.1,102.75,Cloudy,Camberwell
-17.2,-21.5,69,0,25.0,102.79,Mainly Clear,Caloundra
-19.5,-23.4,71,6,16.1,102.84,Mainly Clear,Cairns
-19.0,-22.9,71,6,0.8,102.85,Freezing Fog,Caboolture
-18.6,-22.8,69,6,12.9,102.91,Mainly Clear,Burnie
-18.5,-22.0,74,4,24.1,102.98,Mainly Clear,Bundaberg
-16.2,-19.2,78,7,48.3,103.01,Mostly Cloudy,Buderim
-14.5,-17.2,80,9,8.0,103.02,Fog,Brunswick
-13.0,-15.5,81,6,8.0,103.04,Fog,Broken Hill
-11.5,-15.4,73,9,8.0,102.97,Haze,Brisbane
-11.2,-16.0,68,11,8.0,102.86,Haze,Boronia
-9.4,-14.8,65,9,16.1,102.74,Cloudy,Blacktown
-8.7,-14.5,63,9,16.1,102.65,Cloudy,Berwick
-8.0,-14.7,59,6,19.3,102.6,Cloudy,Bendigo
-9.5,-15.8,60,19,19.3,102.57,Cloudy,Baulkham Hills
-10.4,-16.1,63,19,19.3,102.52,Mostly Cloudy,Bathurst
-10.4,-16.2,62,19,19.3,102.47,Mostly Cloudy,Banora Point
-12.3,-16.8,69,15,19.3,102.44,Mainly Clear,Bankstown
-12.9,-17.2,70,15,16.1,102.38,Clear,Ballarat
-13.2,-17.0,73,13,16.1,102.33,Mostly Cloudy,Auburn
-13.3,-17.1,73,9,16.1,102.28,Mainly Clear,Ashfield
-12.9,-17.0,71,11,25.0,102.22,Mostly Cloudy,Armidale
-12.9,-17.2,70,11,25.0,102.14,Mainly Clear,Albury
-13.2,-17.1,72,13,25.0,102.1,Mostly Cloudy,South Brisbane
-12.1,-16.0,73,13,25.0,101.99,Cloudy,Cheltenham
-11.2,-15.2,72,11,25.0,101.88,Cloudy,Randwick
-9.9,-13.9,73,11,25.0,101.79,Cloudy,Dee Why
-8.8,-12.8,73,7,25.0,101.76,Cloudy,Umina
-8.1,-12.1,73,13,25.0,101.67,Mostly Cloudy,Palmerston
-7.2,-11.1,74,11,24.1,101.69,Mostly Cloudy,Bracken Ridge
-4.9,-9.2,72,11,48.3,101.59,Mostly Cloudy,North Ryde
-3.6,-7.9,72,9,48.3,101.58,Mostly Cloudy,Hoppers Crossing
1.2,-3.2,72,11,48.3,101.49,Cloudy,Logan City
2.3,-2.4,71,6,48.3,101.33,Cloudy,Carindale
2.5,-1.5,75,22,48.3,101.14,Cloudy,Paramatta
2.7,-1.1,76,26,48.3,101.01,Rain,Ferntree Gully
2.7,-0.9,77,30,24.1,100.86,Rain,City of Parramatta
3.1,-0.3,78,28,24.1,100.71,Cloudy,Adelaide Hills
3.1,-0.4,78,28,16.1,100.61,Rain,Canning Vale
3.0,1.2,88,19,4.0,100.54,"Rain,Fog",Glenmore Park
3.2,1.4,88,22,8.0,100.43,"Rain,Fog",Glen Iris
2.9,1.2,89,26,9.7,100.32,"Drizzle,Fog",Balwyn North
3.3,1.7,89,24,11.3,100.22,Drizzle,Carnegie
3.6,2.2,91,28,25.0,100.1,Cloudy,Malvern East
4.0,2.5,90,22,25.0,100.08,Cloudy,Brighton East
3.5,2.3,92,17,12.9,100.04,Rain,Booval
3.1,1.9,92,19,16.1,100.04,Cloudy,St Albans
3.1,2.1,93,9,9.7,100.09,Rain,Endeavour Hills
5.0,3.6,91,19,9.7,100.19,Rain,Clayton
4.2,1.2,81,30,25.0,100.25,Cloudy,Taylors Lakes
3.7,-0.2,76,41,25.0,100.37,Cloudy,Roxburgh Park
3.4,-0.6,75,28,25.0,100.45,Cloudy,Wyndham Vale
2.9,-1.1,75,26,16.1,100.49,Cloudy,Willetton
3.0,-1.7,71,28,19.3,100.52,Mostly Cloudy,Thornbury
2.9,-1.8,71,30,24.1,100.6,Cloudy,Thornlie
3.0,-2.0,70,35,24.1,100.65,Cloudy,Hillside
3.1,-1.9,70,33,24.1,100.7,Cloudy,Bundoora
3.2,-2.3,67,30,24.1,100.72,Cloudy,Forest Lake
2.8,-2.4,69,39,24.1,100.73,Cloudy,Sunnybank Hills
2.4,-2.4,71,35,24.1,100.75,Rain,Narre Warren South
1.9,-2.2,74,26,19.3,100.8,Snow,Dandenong North
1.7,-2.4,74,30,24.1,100.82,Cloudy,Frankston South
1.6,-2.8,73,26,24.1,100.88,Snow Showers,Sunshine West
1.5,-2.9,72,22,25.0,100.95,Snow Showers,Altona Meadows
1.5,-3.2,71,32,25.0,101.01,Snow Showers,West Pennant
1.3,-3.2,72,19,25.0,101.06,Cloudy,Oranjestad
1.1,-3.0,74,20,25.0,101.11,Mostly Cloudy,Babijn
1.1,-3.4,72,22,25.0,101.13,Mostly Cloudy,Angochi
1.0,-3.4,72,28,25.0,101.16,Snow Showers,Mariehamn
0.5,-4.6,69,28,25.0,101.2,Cloudy,Xankandi
-0.1,-5.2,68,22,25.0,101.26,Mostly Cloudy,Əhmədbəyli
-0.4,-5.9,66,20,25.0,101.37,Mostly Cloudy,Shushi
-0.5,-6.2,65,24,25.0,101.45,Cloudy,Salyan
-0.7,-6.0,67,24,25.0,101.52,Cloudy,Saatlı
-1.7,-7.7,64,33,25.0,101.58,Mostly Cloudy,Neftçala
-2.8,-9.0,62,35,25.0,101.66,Mostly Cloudy,Nakhchivan
-3.9,-10.0,63,37,25.0,101.79,Mostly Cloudy,Lankaran
-4.7,-10.9,62,26,24.1,101.94,Mostly Cloudy,Imishli
-5.2,-11.3,62,28,24.1,102.05,Cloudy,Fizuli
-5.3,-11.4,62,22,24.1,102.09,Mostly Cloudy,Dzhalilabad
-5.3,-11.9,60,19,24.1,102.14,Mostly Cloudy,Pushkino
-5.0,-11.8,59,20,24.1,102.06,Mostly Cloudy,Beylagan
-4.7,-11.7,58,20,24.1,102.01,Mainly Clear,Astara
-4.5,-11.0,60,22,24.1,101.98,Mainly Clear,Şirvan
-4.4,-11.2,59,22,24.1,101.94,Mainly Clear,Ağdam
-4.4,-11.3,59,19,24.1,101.96,Mostly Cloudy,Zaqatala
-4.8,-11.4,60,20,24.1,102.01,Mainly Clear,Zabrat
-5.1,-11.4,61,11,25.0,102.07,Mainly Clear,Yevlakh
-5.4,-11.5,62,13,25.0,102.14,Mostly Cloudy,Yelenendorf
-4.9,-11.6,59,7,25.0,102.07,Mostly Cloudy,Xaçmaz
-5.4,-11.1,64,7,25.0,102.01,Mostly Cloudy,Ujar
-5.5,-11.3,64,0,25.0,101.99,Mostly Cloudy,Terter
-5.4,-11.4,63,6,25.0,102.01,Mostly Cloudy,Sumqayıt
-5.9,-11.7,64,6,25.0,101.99,Mostly Cloudy,Qaraçuxur
-7.0,-12.1,67,4,25.0,101.95,Clear,Shamkhor
-8.2,-12.6,71,6,25.0,101.99,Clear,Shamakhi
-8.1,-12.5,71,0,25.0,101.97,Clear,Sheki
-8.5,-13.5,67,0,25.0,101.95,Clear,Sabunçu
-9.0,-13.9,68,6,25.0,102.02,Clear,Sabirabad
-11.2,-15.0,73,6,25.0,102.06,Clear,Qusar
-10.6,-14.4,74,6,24.1,102.01,Mainly Clear,Quba
-9.2,-13.3,72,6,24.1,102.08,Clear,Hacıqabul
-7.9,-12.4,70,11,24.1,102.01,Mainly Clear,Qazax
-5.7,-12.4,59,11,24.1,102.04,Mainly Clear,Hacı Zeynalabdin
-5.0,-12.1,57,7,24.1,102.05,Mainly Clear,Mingelchaur
-4.6,-12.5,54,11,24.1,101.88,Mainly Clear,Maştağa
-4.0,-12.0,54,15,24.1,101.71,Mostly Cloudy,Mardakan
-3.4,-12.5,49,11,24.1,101.6,Mostly Cloudy,Lökbatan
-3.0,-14.1,42,13,24.1,101.53,Mostly Cloudy,Kyurdarmir
-3.8,-12.2,52,19,24.1,101.52,Cloudy,Khirdalan
-4.3,-12.2,54,20,24.1,101.4,Cloudy,Yeni Suraxanı
-4.7,-13.7,49,24,25.0,101.28,Cloudy,Geoktschai
-4.5,-13.5,49,17,25.0,101.25,Cloudy,Hövsan
-4.6,-13.0,52,17,25.0,101.15,Snow Showers,Ganja
-5.2,-12.1,58,20,25.0,100.99,Snow,Divichibazar
-5.3,-10.2,68,22,16.1,100.92,Snow,Buzovna
-5.8,-9.1,77,22,6.4,100.81,Snow,Biny Selo
-5.7,-8.8,79,28,4.8,100.68,Snow,Barda
-5.5,-8.3,81,24,2.4,100.58,Snow,Bilajari
-5.5,-8.2,81,26,3.2,100.47,Snow,Baku
-5.3,-8.1,81,28,4.0,100.33,Snow,Amirdzhan
-4.9,-7.6,81,26,2.4,100.13,Snow,Aghsu
-4.0,-6.6,82,22,16.1,99.98,Snow,Ağdaş
-2.1,-4.2,86,19,19.3,99.8,Snow,Agdzhabedy
-0.8,-2.9,86,22,16.1,99.61,Freezing Rain,Bakıxanov
0.3,-1.7,86,20,12.9,99.47,Freezing Rain,Zenica
0.7,-1.4,86,17,12.9,99.34,Rain,Visoko
0.6,-1.2,88,17,8.0,99.18,"Rain,Fog",Velika Kladuša
0.7,-1.0,88,20,2.4,99.08,"Drizzle,Fog",Tuzla
0.7,-0.9,89,20,2.8,98.91,"Drizzle,Fog",Trebinje
0.7,-1.0,88,22,3.2,98.76,"Drizzle,Fog",Travnik
0.5,-1.3,88,20,2.4,98.69,"Drizzle,Fog",Sarajevo
0.3,-1.6,87,19,2.4,98.65,"Drizzle,Fog",Prijedor
-0.3,-2.3,86,19,8.0,98.74,"Freezing Drizzle,Fog",Mostar
-0.6,-2.3,88,22,2.8,98.97,Snow,Gradačac
-0.3,-1.8,90,11,2.4,99.13,Snow,Gračanica
0.1,-1.6,88,30,12.9,99.31,Snow,Goražde
-0.7,-2.7,86,32,16.1,99.54,Cloudy,Doboj
-1.3,-3.9,82,19,24.1,99.75,Cloudy,Cazin
-1.5,-4.4,81,19,25.0,99.88,Mostly Cloudy,Bugojno
-1.6,-4.5,81,20,25.0,100.03,Mainly Clear,Brčko
-1.5,-4.3,81,19,25.0,100.19,Mainly Clear,Bosanska Krupa
-0.2,-2.9,82,22,25.0,100.34,Snow Showers,Bijeljina
0.2,-2.6,81,24,25.0,100.49,Mostly Cloudy,Bihać
0.4,-3.0,78,17,25.0,100.59,Mostly Cloudy,Banja Luka
0.1,-3.4,77,15,25.0,100.64,Mostly Cloudy,Konjic
0.3,-2.7,80,19,25.0,100.72,Mostly Cloudy,Bridgetown
-1.7,-5.4,76,9,25.0,100.79,Mostly Cloudy,Thākurgaon
-1.2,-4.6,78,11,25.0,100.85,Mainly Clear,Teknāf
-2.1,-5.1,80,7,48.3,100.91,Mainly Clear,Tungi
-1.6,-4.5,81,13,24.1,100.93,Mostly Cloudy,Sylhet
-1.1,-4.4,78,13,48.3,100.94,Cloudy,Dohār
-0.6,-3.6,80,6,48.3,100.9,Cloudy,Jamālpur
-0.3,-3.4,80,7,48.3,100.74,Mostly Cloudy,Shibganj
0.9,-3.5,72,4,48.3,100.58,Cloudy,Sātkhira
1.2,-3.5,71,9,48.3,100.48,Cloudy,Sirājganj
1.2,-3.7,70,15,48.3,100.28,Cloudy,Netrakona
1.4,-3.7,69,22,48.3,100.14,Cloudy,Narsingdi
1.2,-3.5,71,11,48.3,100.16,Cloudy,Sandwīp
1.6,-3.4,69,9,25.0,100.08,Cloudy,Shāhzādpur
2.2,-2.6,71,19,19.3,100.09,Snow,Rāmganj
1.7,-1.2,81,24,19.3,100.05,Snow,Rājshāhi
2.1,-1.7,76,24,25.0,99.95,Mainly Clear,Pirojpur
2.3,-2.0,73,37,25.0,99.85,Mostly Cloudy,Panchagarh
1.2,-1.7,81,52,16.1,99.87,"Rain,Snow",Patiya
1.5,-5.0,62,57,25.0,99.96,Mainly Clear,Parbatipur
0.9,-5.3,63,52,25.0,100.09,Mainly Clear,Nārāyanganj
0.3,-5.8,64,52,25.0,100.21,Mainly Clear,Nālchiti
-0.2,-6.0,65,43,25.0,100.34,Mainly Clear,Nāgarpur
-0.9,-7.0,63,43,25.0,100.47,Mainly Clear,Nageswari
-1.5,-7.8,62,43,25.0,100.59,Mainly Clear,Mymensingh
-2.0,-8.1,63,44,25.0,100.68,Mainly Clear,Muktāgācha
-1.9,-8.2,62,32,24.1,100.74,Mainly Clear,Mirzāpur
-2.2,-8.3,63,32,24.1,100.81,Mostly Cloudy,Maulavi Bāzār
-2.1,-8.5,62,32,24.1,100.88,Cloudy,Morrelgonj
-1.8,-8.3,61,24,24.1,100.87,Mostly Cloudy,Mehendiganj
-0.8,-7.7,59,33,24.1,100.84,Mainly Clear,Mathba
0.1,-7.6,56,37,24.1,100.77,Mainly Clear,Lalmanirhat
0.5,-8.8,50,33,24.1,100.7,Mostly Cloudy,Lākshām
0.4,-7.9,54,19,24.1,100.63,Mostly Cloudy,Comilla
0.2,-7.5,56,17,24.1,100.65,Mostly Cloudy,Rangpur
0.7,-8.3,51,20,24.1,100.67,Mostly Cloudy,Kushtia
-0.7,-8.4,56,11,24.1,100.74,Mainly Clear,Kālīganj
-1.1,-9.3,54,17,25.0,100.77,Mainly Clear,Jhingergācha
-1.6,-9.3,56,17,25.0,100.81,Mainly Clear,Joypur Hāt
-2.0,-9.1,58,17,25.0,100.83,Mainly Clear,Ishurdi
-1.7,-8.4,60,9,25.0,100.85,Mainly Clear,Habiganj
-2.3,-7.0,70,15,25.0,100.84,Mainly Clear,Gaurnadi
-3.4,-7.6,73,15,25.0,100.85,Clear,Gafargaon
-3.7,-8.8,68,11,25.0,100.89,Clear,Feni
-4.4,-10.0,65,15,25.0,100.92,Mainly Clear,Rāipur
-5.1,-10.0,68,15,25.0,100.99,Clear,Sarankhola
-6.1,-10.3,72,11,25.0,101.07,Clear,Dhaka
-7.7,-11.8,72,11,25.0,101.19,Clear,Chilmāri
-7.9,-13.8,63,13,25.0,101.33,Clear,Chhāgalnāiya
-8.9,-15.1,61,15,25.0,101.47,Clear,Lālmohan
-9.8,-16.0,61,15,25.0,101.55,Clear,Khagrachhari
-10.5,-17.0,59,9,48.3,101.68,Clear,Chhātak
-9.5,-16.6,56,13,48.3,101.75,Mainly Clear,Bhātpāra Abhaynagar
-8.8,-16.0,56,17,48.3,101.82,Mostly Cloudy,Bherāmāra
-7.7,-14.7,57,19,48.3,101.86,Mostly Cloudy,Bhairab Bāzār
-7.0,-14.2,56,22,48.3,101.83,Mainly Clear,Bāndarban
-7.5,-15.2,54,22,48.3,101.8,Mainly Clear,Kālia
-6.7,-15.0,52,22,48.3,101.81,Clear,Baniachang
-6.9,-15.3,51,22,48.3,101.83,Mainly Clear,Bājitpur
-7.3,-15.8,51,17,48.3,101.86,Mostly Cloudy,Badarganj
-7.4,-15.7,51,13,48.3,101.9,Mostly Cloudy,Narail
-7.4,-15.6,52,15,25.0,101.94,Mainly Clear,Tungipāra
-8.8,-15.9,56,7,25.0,101.96,Mainly Clear,Sarishābāri
-9.5,-16.0,59,4,25.0,101.95,Mainly Clear,Sakhipur
-8.4,-15.5,57,4,25.0,101.96,Mostly Cloudy,Raojān
-7.8,-15.2,55,4,25.0,101.98,Mostly Cloudy,Phultala
-8.6,-13.8,66,6,25.0,101.96,Mostly Cloudy,Pālang
-7.0,-13.1,62,7,25.0,101.92,Mostly Cloudy,Pār Naogaon
-7.1,-13.2,62,6,25.0,101.88,Cloudy,Nabīnagar
-6.5,-13.1,59,11,25.0,101.81,Snow,Lakshmīpur
-6.8,-12.4,64,15,19.3,101.76,Snow,Kesabpur
-7.1,-12.4,66,17,8.0,101.71,Snow,Hājīganj
-7.1,-12.2,67,17,9.7,101.7,Snow,Farīdpur
-7.0,-11.8,69,13,6.4,101.65,Snow,Dinājpur
-9.6,-13.5,73,17,12.9,101.6,Snow,Uttar Char Fasson
-9.8,-13.9,72,19,16.1,101.61,Snow,Chittagong
-10.1,-14.4,71,17,24.1,101.59,Snow,Char Bhadrāsan
-9.7,-14.2,70,19,19.3,101.54,Cloudy,Bera
-9.3,-14.2,67,20,19.3,101.46,Cloudy,Burhānuddin
-8.6,-13.3,69,22,4.0,101.36,Snow,Sātkania
-8.3,-12.3,73,20,1.6,101.29,Snow,Cox’s Bāzār
-8.4,-12.1,75,20,1.2,101.23,Snow,Khulna
-8.2,-12.0,74,17,1.0,101.22,Snow,Bhola
-8.0,-11.5,76,20,1.0,101.2,Snow,Barisāl
-7.7,-11.1,77,19,1.0,101.19,Snow,Jessore
-7.8,-11.2,77,20,1.6,101.18,Snow,Pābna
-7.7,-10.9,78,19,1.6,101.14,Snow,Tāngāil
-7.4,-10.7,77,20,1.6,101.09,Snow,Bogra
-7.1,-10.5,77,20,12.9,101.02,Cloudy,Pīrgaaj
-7.1,-10.4,77,19,9.7,100.95,Snow,Nawābganj
-6.8,-9.9,79,22,9.7,100.86,"Freezing Drizzle,Snow",Mādārīpur
-6.7,-9.7,79,19,11.3,100.82,Snow,Sherpur
-6.7,-9.5,80,15,9.7,100.69,Snow,Kishorganj
-6.8,-9.3,82,19,4.8,100.61,Freezing Drizzle,Manikchari
-6.5,-9.0,82,15,4.8,100.56,Freezing Rain,Bhāndāria
-5.8,-8.2,83,17,8.0,100.48,Freezing Rain,Fatikchari
-5.8,-8.5,81,19,8.0,100.42,Freezing Drizzle,Saidpur
-5.4,-8.0,82,15,8.0,100.34,Freezing Rain,Azimpur
-5.5,-8.2,81,13,9.7,100.33,Freezing Rain,Paltan
-5.5,-8.5,79,11,11.3,100.36,Cloudy,Zwijndrecht
-5.7,-8.6,80,15,12.9,100.36,Cloudy,Zwevegem
-5.7,-8.5,81,13,8.0,100.35,Haze,Zottegem
-5.8,-8.3,82,9,4.0,100.36,"Freezing Drizzle,Haze",Zonhoven
-5.5,-8.0,83,11,2.0,100.31,"Freezing Drizzle,Haze",Zoersel
-5.0,-7.7,81,11,2.0,100.28,"Freezing Drizzle,Haze",Zemst
-4.9,-7.4,83,9,2.0,100.34,"Freezing Rain,Haze",Zele
-4.9,-7.5,82,6,2.8,100.41,"Freezing Rain,Haze",Zedelgem
-4.5,-7.2,81,0,4.8,100.47,Haze,Zaventem
-4.3,-7.1,81,0,6.4,100.61,"Snow,Haze",Wuustwezel
-4.0,-6.9,80,0,4.0,100.68,"Snow,Haze",Willebroek
-3.9,-6.7,81,6,4.0,100.78,"Snow,Haze",Wevelgem
-3.6,-6.4,81,4,4.8,100.85,"Snow,Haze",Wetteren
-4.3,-7.2,80,15,4.0,100.99,"Snow,Haze",Westerlo
-5.0,-8.2,78,15,12.9,101.12,Snow,Wervik
-4.9,-8.1,78,0,12.9,101.22,Snow,Wavre
-5.0,-8.2,78,7,12.9,101.32,Snow,Waterloo
-5.5,-9.2,75,9,25.0,101.36,Mostly Cloudy,Waregem
-6.3,-9.6,77,4,16.1,101.45,Snow Showers,Walcourt
-5.6,-9.1,76,6,25.0,101.52,Snow Showers,Visé
-5.5,-8.8,78,4,16.1,101.59,Snow Showers,Vilvoorde
-5.2,-9.5,72,9,16.1,101.62,Snow Showers,Verviers
-6.0,-11.8,63,13,25.0,101.63,Snow Showers,Turnhout
-6.9,-12.8,63,22,24.1,101.67,Snow,Tubize
-7.6,-13.2,64,19,12.9,101.74,Snow,Tournai
-7.7,-13.6,63,19,19.3,101.82,Snow,Torhout
-8.2,-13.7,65,17,24.1,101.87,Mostly Cloudy,Tongeren
-8.3,-14.2,62,19,24.1,101.89,Mostly Cloudy,Tienen
-8.1,-13.3,66,13,24.1,101.86,Mostly Cloudy,Tielt
-7.4,-12.7,66,9,24.1,101.86,Mostly Cloudy,Tessenderlo
-6.7,-12.0,66,9,24.1,101.85,Mostly Cloudy,Tervuren
-6.7,-12.1,65,9,24.1,101.9,Mostly Cloudy,Temse
-6.6,-11.7,67,11,24.1,101.94,Mostly Cloudy,Stekene
-7.1,-12.0,68,13,24.1,101.99,Mostly Cloudy,Stabroek
